"code","area","perimeter","contactWithRoad","widthContactWithRoad","numberOfNeighborhood","HausDist","DisHausDst","CodeAppar","AspectRatio"
"25267-newSection1ConsolidationDivision-16","900.1716834132728","138.54140444603294","true","20.50064249781832","5","NA","NA","NA","0.3168191511827119"
"25267-newSection0ConsolidationDivision-18","3215.232477054462","265.0028987567312","true","20.080171862797325","5","NA","NA","NA","0.38943997859568813"
"25267-newSection2ConsolidationDivision-10","1974.4968836202956","212.43197570095643","true","26.056084702158422","9","NA","NA","NA","0.2769903281886336"
"25267-newSection2ConsolidationDivision-11","1816.807355573628","233.4392385014021","true","20.68437614083874","4","NA","NA","NA","0.1843868940966132"
"25267-newSection6ConsolidationDivision-13","1259.242637305059","171.5392146491119","true","20.811297834259832","4","NA","NA","NA","0.26807786093490094"
"25267-AA-1-Densifyed-0017","277.73450165830707","70.08965706604894","true","20.502587962675467","3","NA","NA","NA","0.636047119801979"
"25267-newSection0ConsolidationDivision-11","1969.6511169728599","245.978475674407","true","20.93289893439249","5","NA","NA","NA","0.1779261927206882"
"25267-AA-2-Densifyed-0038","358.22448206825186","99.94996914035642","true","4.984483810273592","4","NA","NA","NA","0.4120695718273122"
"25267-AA-3-Densifyed-0213","366.04038325934465","77.30217565011354","true","17.839688641736412","4","NA","NA","NA","0.6013029644761418"
"25267-AA-2-Densifyed-0213","365.3499406144157","77.2385263296243","true","17.929875545359064","6","NA","NA","NA","0.6001855996034461"
"25267-AA-3-Densifyed-0167","1066.8467981298702","130.43547607469753","true","43.00707132087002","8","NA","NA","NA","0.5911604460821646"
"25267-newSection1ConsolidationDivision-14","430.9246528771854","116.36005809539643","true","19.98576105987482","3","NA","NA","NA","0.8021183497901092"
"25267-AB-9-Densifyed-0170","309.66521732348343","94.68937974852264","true","5.478914868537431","5","NA","NA","NA","0.43292757055192543"
"25267-AA-7-Densifyed-0136","440.9554247302636","120.22250587197978","true","5.028573342924197","6","NA","NA","NA","0.38262922410009637"
"25267-AA-2-Densifyed-0032","369.4484615285442","80.93421908089522","true","18.169566206332473","5","NA","NA","NA","0.5230939997689713"
"25267-AA-2-Densifyed-0121","304.47974380284995","71.38906551434302","true","25.000850384407457","5","NA","NA","NA","0.5492643071611979"
"25267-AA-4-Densifyed-0210","141.82143966908887","57.12543065217683","true","4.736849211146407","5","NA","NA","NA","0.31856115378807043"
"25267-AB-1-Densifyed-0138","274.19886170688653","74.49638697970481","true","35.06603264810529","3","NA","NA","NA","0.7550124391362485"
"25267-AB-4-Densifyed-0170","1796.9929106542181","286.4046617496247","true","9.995372476083269","12","NA","NA","NA","0.5376170554611195"
"25267-AA-2-Densifyed-0214","261.3328789289534","64.94782230999171","true","17.11392162801145","2","NA","NA","NA","0.6368167428741315"
"25267-newSection5ConsolidationDivision-7","1550.9464016723193","210.5239813467004","true","20.014580980383514","4","NA","NA","NA","0.19453758695140996"
"25267-AA-1-Densifyed-0213","759.76884749086","152.09242799532473","true","4.237308929935137","9","NA","NA","NA","0.38398478196611485"
"25267-AB-1-Densifyed-0176","307.5298431108789","72.9671913934749","true","35.440818679298836","3","NA","NA","NA","0.5115753844481832"
"25267-AA-1-Densifyed-0185","407.9791381739948","82.30470253138431","true","27.807843343922922","4","NA","NA","NA","0.5426698786547512"
"25267-AB-1-Densifyed-0119","262.5776712447584","68.98151010331594","true","28.242007753619383","4","NA","NA","NA","0.48316499601464863"
"25267-AB-2-Densifyed-0144","418.5360524695292","82.25728708533158","true","21.848850138024765","3","NA","NA","NA","0.5933644760185354"
"25267-newSection6ConsolidationDivision-1","2277.351091732366","289.50767712566636","true","20.578832118744796","5","NA","NA","NA","0.98600539643277"
"25267-newSection0ConsolidationDivision-26","1919.239805922884","242.85224544314622","true","20.68437437249585","5","NA","NA","NA","0.17780099108428132"
"25267-New1Section-1","2297.407694251986","224.86430544158353","true","1.2904743191055217","6","NA","NA","NA","0.43372089643098605"
"25267-newSection0ConsolidationDivision-2","606.4802814103192","103.76328016206503","true","20.372060511180635","4","NA","NA","NA","0.4537379343898139"
"25267-AB-3-Densifyed-0165","343.84983596977736","77.80555215162963","true","15.614521217634374","3","NA","NA","NA","0.47237181852998655"
"25267-newSection1ConsolidationDivision-27","1418.3288960562988","222.8420819230252","true","20.793451958489587","4","NA","NA","NA","0.18398465978209105"
"25267-AA-1-Densifyed-0004","1208.5290236270705","163.9100022738075","true","6.676478302436612","8","NA","NA","NA","0.33569801344811817"
"25267-AB-3-Densifyed-0163","341.09070889080135","77.5166589922794","true","15.583858625660325","3","NA","NA","NA","0.46962928536813275"
"25267-AA-1-Densifyed-0022","210.38833259951994","58.85787399022517","true","18.996140709135","3","NA","NA","NA","0.5752390763469094"
"25267-newSection5ConsolidationDivision-19","1540.0510724102842","199.2179299650408","true","100.28916576560256","3","NA","NA","NA","0.2369831952459904"
"25267-newSection5ConsolidationDivision-14","1469.019643151366","193.67600898929368","true","21.235286199268447","4","NA","NA","NA","0.2299055846356253"
"25267-AB-2-Densifyed-0176","379.0888536789093","78.34730600813853","true","19.45591360613965","4","NA","NA","NA","0.6232782033692051"
"25267-newSection0ConsolidationDivision-17","1929.4937906037367","247.34960716755276","true","20.317735236764765","5","NA","NA","NA","0.1702144543360114"
"25267-AA-2-Densifyed-0210","214.13260712064186","62.73552466952148","true","12.330618477739584","4","NA","NA","NA","0.9238890871012798"
"25267-AB-2-Densifyed-0153","882.7216021051684","120.5799657528568","true","59.04730718895882","4","NA","NA","NA","0.5425618524148257"
"25267-AA-2-Densifyed-0064","311.58725190323474","69.93451898982698","true","38.70141109298324","5","NA","NA","NA","1.6469336162759733"
"25267-AA-3-Densifyed-0043","303.34697449067994","93.33282180545751","true","4.999228614067762","3","NA","NA","NA","0.40864568143792407"
"25267-AA-3-Densifyed-0038","262.18282409385847","65.41356603019247","true","20.473973790761782","3","NA","NA","NA","0.5974758822832129"
"25267-newSection5ConsolidationDivision-9","1633.0088354913914","205.50415335886473","true","21.28356272106946","5","NA","NA","NA","0.23195429525816735"
"25267-newSection2ConsolidationDivision-0","1660.1114347352666","213.88169673984527","true","20.867965597446368","4","NA","NA","NA","0.20675867436256812"
"25267-newSection2ConsolidationDivision-4","1624.3268138074873","207.56829653787972","true","21.222303583953934","5","NA","NA","NA","0.21908378928803354"
"25267-newSection0ConsolidationDivision-30","743.4381214440396","118.5008345245587","true","20.500606505252712","4","NA","NA","NA","0.39100067015382467"
"25267-AA-1-Densifyed-0117","250.40909556909202","106.44603533020894","true","5.108648510488982","4","NA","NA","NA","0.24873458278240407"
"25267-newSection0ConsolidationDivision-10","1138.6921844490748","159.83687451768037","true","20.81129783290316","4","NA","NA","NA","0.2824754529194095"
"25267-newSection0ConsolidationDivision-16","2228.2306370885112","285.2375945067079","true","20.5788328590174","6","NA","NA","NA","0.14307012119623247"
"25267-AA-2-Densifyed-0031","415.46302073815315","81.79746826613912","true","24.409761907788283","4","NA","NA","NA","0.6401244729025147"
"25267-AB-1-Densifyed-0059","826.5697070320696","149.5986550619386","true","5.193765252834146","6","NA","NA","NA","0.483749320067859"
"25267-newSection1ConsolidationDivision-5","2723.3087352263938","320.3998959588798","true","21.700426015734767","4","NA","NA","NA","0.1342823051301108"
"25267-AA-1-Densifyed-0192","1221.403004780623","203.70925492523622","true","4.98819986464226","6","NA","NA","NA","0.3942221566281369"
"25267-AA-2-Densifyed-0004","180.34007069405874","64.52710055088592","true","28.752374461290668","3","NA","NA","NA","0.40689826853608546"
"25267-AB-1-Densifyed-0060","223.41452225387627","62.100396421045915","true","2.985325143817769","3","NA","NA","NA","0.6613954348296617"
"25267-AA-2-Densifyed-0019","203.39471641625028","56.8480046567323","true","27.567171329560203","3","NA","NA","NA","0.5987167815963104"
"25267-AB-6-Densifyed-0170","227.84855044342433","85.69433035706096","true","13.120134744914214","3","NA","NA","NA","0.39583056749193685"
"25267-AB-2-Densifyed-0132","301.9512897257622","75.2095778678138","true","50.77155805934582","3","NA","NA","NA","0.47407705594002875"
"25267-AA-3-Densifyed-0050","133.2422299811105","61.858469621009434","true","24.401449320111432","4","NA","NA","NA","0.4028688073719642"
"25267-AA-1-Densifyed-0208","177.56898322096197","86.06253251651626","true","37.750438003355114","5","NA","NA","NA","0.29240626024098476"
"25267-newSection6ConsolidationDivision-4","2364.4010566925317","287.11306397091823","true","20.98252415966621","5","NA","NA","NA","0.9997640480503802"
"25267-AB-3-Densifyed-0176","373.3023976415551","77.64883840020372","true","19.309889653873146","5","NA","NA","NA","1.0021163109110385"
"25267-AB-2-Densifyed-0178","812.3162312618556","119.07509688581327","true","40.93053630431271","5","NA","NA","NA","0.5418830557426403"
"25267-AA-2-Densifyed-0174","412.6934237475342","95.4015221708887","true","36.70575587701308","4","NA","NA","NA","0.42680176312606133"
"25267-AB-4-Densifyed-0176","383.1522555641079","78.80619165378752","true","19.45591270828221","5","NA","NA","NA","0.619536453911134"
"25267-AA-2-Densifyed-0033","376.8859691251977","78.35422204478796","true","24.09338640456586","3","NA","NA","NA","0.5988920321193472"
"25267-newSection0ConsolidationDivision-34","1795.5877376857409","196.08435538992813","true","21.23443164593256","4","NA","NA","NA","0.34417905853660263"
"25267-newSection0ConsolidationDivision-19","1625.245168186618","210.92796478609654","true","20.744543760973276","4","NA","NA","NA","0.21004996593607944"
"25267-AA-2-Densifyed-0041","2406.316861566117","233.6672838832754","true","5.019642807447219","7","NA","NA","NA","0.3576034093677838"
"25267-AA-2-Densifyed-0030","428.07937746664646","82.8464389294799","true","23.55904366663097","3","NA","NA","NA","0.915649814356844"
"25267-AB-7-Densifyed-0150","265.60186960664953","88.1563867674144","true","4.271678033726241","7","NA","NA","NA","0.42342213087935493"
"25267-AB-1-Densifyed-0145","523.231057268318","90.85248369707914","true","31.520116932203422","4","NA","NA","NA","0.8791906749808589"
"25267-newSection1ConsolidationDivision-15","1476.7576741826115","195.18105677690295","true","21.45270843322197","5","NA","NA","NA","0.22856135661177965"
"25267-newSection2ConsolidationDivision-22","1745.1995369657202","202.16057048867128","true","20.578782611859534","5","NA","NA","NA","0.28471842387751267"
"25267-AA-6-Densifyed-0136","340.1729836384849","104.59034237194614","true","4.995705794625321","6","NA","NA","NA","0.39921085630006936"
"25267-newSection0ConsolidationDivision-9","647.5133070385288","106.81286247939427","true","21.348651878720187","4","NA","NA","NA","0.4640325360821572"
"25267-newSection3ConsolidationDivision-1","34794.032455545064","952.0950924687095","true","80.99661340818665","17","NA","NA","NA","0.5515002511390736"
"25267-AB-3-Densifyed-0119","865.6644868390782","129.54958467229477","true","62.589347277583656","4","NA","NA","NA","0.5204918041588437"
"25267-AA-1-Densifyed-0174","752.4421812954565","107.28707635587915","true","59.489655176537354","3","NA","NA","NA","0.6310093039488833"
"25267-newSection6ConsolidationDivision-6","2327.387960425024","293.5907565146009","true","20.08382953347628","5","NA","NA","NA","0.1386312967009793"
"25267-newSection1ConsolidationDivision-12","1684.8894541279496","221.05702951473222","true","20.811294860660496","5","NA","NA","NA","0.1953784294780333"
