"code","area","perimeter","contactWithRoad","widthContactWithRoad","numberOfNeighborhood","HausDist","DisHausDst","CodeAppar","AspectRatio"
"25267-newSection6ConsolidationDivision-2","739.9039082308931","116.48567403745865","true","20.731542159799268","4","NA","NA","NA","0.4228943305827924"
"25267-AA-2-Densifyed-0170","873.5990746219447","140.81318390913023","true","31.923834296291695","8","NA","NA","NA","0.4819531099814149"
"25267-newSection1ConsolidationDivision-3","738.613938071267","116.05533668396089","true","39.942879824385784","3","NA","NA","NA","0.999749112580513"
"25267-newSection0ConsolidationDivision-19","708.9168503673798","115.44584251913952","true","39.445838506969906","3","NA","NA","NA","0.40509116971484493"
"25267-newSection1ConsolidationDivision-19","723.3531813544697","116.16765906839666","true","40.167654186331106","3","NA","NA","NA","0.41195212016513894"
"25267-AA-1-Densifyed-0208","273.93400754576123","81.87457460866975","true","1.4949579882190132","5","NA","NA","NA","0.333842460435251"
"25267-AA-2-Densifyed-0033","376.8859691251977","78.35422204478796","true","24.09338640456586","3","NA","NA","NA","0.5988920321193472"
"25267-newSection2ConsolidationDivision-23","778.0734154767013","118.90182643701039","true","42.9054117410284","3","NA","NA","NA","0.43735482463718706"
"25267-AA-2-Densifyed-0038","358.22448210745324","99.94996914266595","true","4.984483810273592","4","NA","NA","NA","0.4120695719529241"
"25267-AA-1-Densifyed-0124","417.06654747528376","93.5785001447588","true","21.06896281464242","5","NA","NA","NA","0.7792976736513062"
"25267-AA-1-Densifyed-0037","239.6230005244098","62.4180728598373","true","19.487199463388926","3","NA","NA","NA","0.609883797420536"
"25267-newSection0ConsolidationDivision-9","734.701744546283","116.73424690715478","true","40.73580074561288","3","NA","NA","NA","0.4173094593157358"
"25267-AA-1-Densifyed-0193","1121.3507176384855","204.20926568329466","true","5.005805240738524","7","NA","NA","NA","0.34540684480084033"
"25267-AA-2-Densifyed-0037","1044.660578176393","155.64350585080993","true","7.9778169907805685","6","NA","NA","NA","0.3859236642794459"
"25267-newSection1ConsolidationDivision-44","506.93609100478136","127.22796850293803","true","75.88867040642964","3","NA","NA","NA","0.2868282878313133"
"25267-newSection1ConsolidationDivision-34","792.3966482063303","119.6198336680145","true","43.61981328305279","3","NA","NA","NA","0.9710639648267658"
"25267-AA-6-Densifyed-0134","357.5680137802717","76.11077513201387","true","18.514885378120685","3","NA","NA","NA","0.6206029213426413"
"25267-AA-6-Densifyed-0019","563.9499758411242","131.59683908591816","true","5.013449697705655","8","NA","NA","NA","0.414600786765721"
"25267-AA-1-Densifyed-0118","158.73415968747278","59.435314879771575","true","13.69393276746131","3","NA","NA","NA","0.3620978091593631"
"25267-AB-4-Densifyed-0119","389.737098890718","81.66303714918047","true","45.140832211087144","4","NA","NA","NA","0.5792437032010943"
"25267-AA-1-Densifyed-0026","348.6810440743627","78.96385170495697","true","15.336648756742054","4","NA","NA","NA","0.452994642987509"
"25267-newSection1ConsolidationDivision-67","720.5833625209193","116.02916812677262","true","40.02915979242784","3","NA","NA","NA","0.4503646015454582"
"25267-AA-3-Densifyed-0074","171.12256584161244","65.76285945459637","true","1.9721538620358348","4","NA","NA","NA","0.34916588220051675"
"25267-newSection0ConsolidationDivision-50","768.7551945677769","118.43550626524205","true","42.43983703342406","3","NA","NA","NA","0.4331124633068342"
"25267-newSection3ConsolidationDivision-19","762.2172332379039","118.07742568377182","true","42.11587427449717","3","NA","NA","NA","0.4297942197877013"
"25267-newSection3ConsolidationDivision-10","598.0985015438573","131.795530180561","true","76.88842646112045","3","NA","NA","NA","0.27575371186879494"
"25267-AB-12-Densifyed-0150","396.29703919641184","82.7427082721941","true","17.219227277661652","6","NA","NA","NA","0.4885490423130236"
"25267-newSection0ConsolidationDivision-8","319.63406658382735","82.30939969875016","true","20.722392952163176","3","NA","NA","NA","0.8014135468698325"
"25267-newSection3ConsolidationDivision-17","799.447722424042","119.97238612189318","true","43.972376829872196","3","NA","NA","NA","0.45132170443626735"
"25267-AA-6-Densifyed-0136","340.1729836384849","104.59034237194614","true","4.995705794625321","6","NA","NA","NA","0.39921085630006936"
"25267-AA-2-Densifyed-0013","303.14512068007036","73.18479219813001","true","14.691476982012341","5","NA","NA","NA","0.9960324962792435"
"25267-newSection3ConsolidationDivision-28","411.69221250125884","82.10786990911298","true","56.70041009661206","3","NA","NA","NA","1.3259185867516834"
"25267-AA-1-Densifyed-0073","1410.1568763497291","230.9571859384961","true","6.506287649380103","9","NA","NA","NA","0.49255763913298045"
"25267-newSection2ConsolidationDivision-25","725.1237657655494","114.43356331610389","true","29.3770279932981","4","NA","NA","NA","0.4213262941961827"
"25267-newSection2ConsolidationDivision-16","424.41522223049174","112.43384493205727","true","69.58621750152537","2","NA","NA","NA","0.30424210389799367"
"25267-AA-4-Densifyed-0167","252.76117849609244","64.92821677570441","true","21.503174130433738","7","NA","NA","NA","0.9815230213090205"
"25267-newSection0ConsolidationDivision-25","757.29596325999","117.86368576557588","true","41.8657873429702","3","NA","NA","NA","0.4278276314160248"
"25267-AA-3-Densifyed-0134","185.44135501598373","85.29861211004219","true","5.866820608298268","5","NA","NA","NA","0.28191841876245227"
"25267-newSection6ConsolidationDivision-19","766.0275108427375","119.31310486352909","true","20.720965761696498","4","NA","NA","NA","0.4103396704615331"
"25267-newSection2ConsolidationDivision-10","752.4061942885706","117.61773486979291","true","41.622587589992754","3","NA","NA","NA","0.42558782310628607"
"25267-AB-6-Densifyed-0060","290.62830734589016","68.89421216465564","true","16.604928625192176","4","NA","NA","NA","0.5979828993312133"
"25267-AA-3-Densifyed-0112","314.67454987915613","94.86384019480508","true","5.015378941390294","6","NA","NA","NA","0.4318561745983046"
"25267-newSection6ConsolidationDivision-4","765.0907752301115","118.25645846942231","true","42.252774217950076","3","NA","NA","NA","0.4313625107692962"
"25267-newSection2ConsolidationDivision-8","735.3746850867176","118.10085397129262","true","26.251791074655237","4","NA","NA","NA","0.3957793196830828"
"25267-newSection1ConsolidationDivision-20","1379.8471916313013","158.8445285682342","true","31.57043657175947","4","NA","NA","NA","0.45571050767005084"
"25267-newSection5ConsolidationDivision-15","748.8388172107236","117.44194086077442","true","41.441934270591716","3","NA","NA","NA","0.4238949012896245"
"25267-newSection0ConsolidationDivision-23","1019.6526179093918","130.98263089500927","true","54.98098461259872","3","NA","NA","NA","0.8413581992245537"
"25267-newSection5ConsolidationDivision-18","788.0365899113942","119.4218242130473","true","39.63948275299845","4","NA","NA","NA","0.44161610112384925"
"25267-AA-1-Densifyed-0213","366.0403832593446","77.30217565011353","true","17.840267199886323","4","NA","NA","NA","0.6013029644478436"
"25267-AA-5-Densifyed-0136","315.6970592262694","71.31843937259765","true","20.68146711921484","3","NA","NA","NA","0.915251769938369"
"25267-AA-4-Densifyed-0143","350.5785260679753","86.65011883386018","true","5.100014215940388","5","NA","NA","NA","0.4920903765142125"
"25267-newSection0ConsolidationDivision-4","719.1055636744511","113.96124404284058","true","30.191298043215603","4","NA","NA","NA","0.41672447018974995"
"25267-newSection3ConsolidationDivision-13","575.7363521455917","99.35586151070962","true","42.55739734056637","3","NA","NA","NA","0.5435217658887461"
"25267-AA-4-Densifyed-0134","494.69931508596534","125.28900819892002","true","4.9937828501255614","6","NA","NA","NA","0.4883015658403451"
"25267-newSection0ConsolidationDivision-10","741.7324196247198","117.08593698606973","true","39.64165164218838","4","NA","NA","NA","0.4205967620369489"
"25267-newSection0ConsolidationDivision-11","757.5891004755579","118.20085801244328","true","36.218226191366924","4","NA","NA","NA","0.4240490178285686"
"25267-AB-2-Densifyed-0140","404.328890018142","79.2174001814503","true","28.143419617133937","3","NA","NA","NA","1.0569859804510886"
"25267-AA-3-Densifyed-0208","247.40374007872623","74.99066022034965","true","17.027046869658786","4","NA","NA","NA","0.5507355747765146"
"25267-AA-1-Densifyed-0029","563.2886278208027","131.53733721970315","true","4.998222051041312","8","NA","NA","NA","0.772122858492455"
"25267-newSection2ConsolidationDivision-15","813.1409333059313","124.10317631470608","true","20.867963489422056","4","NA","NA","NA","0.3889895743215716"
"25267-AA-2-Densifyed-0123","230.3000254173536","62.03942356230099","true","13.889338972497171","7","NA","NA","NA","0.5380491199798608"
